,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful,,,,,,,,,
631,631,米八生,male,8,3192,2016/12/9,width:100%;,在南门总站有车到中华回旅文化园总站，一块钱。特别喜欢银川的公共wifi，每辆车都自带信号好，不过偏僻地方同样是没信号的，相比其它城市的好很多了。走在大街上，随时也是可以连上的。中华回旅文化园，最近在扩建翻新，所以园里随处可见工程建筑。在园里有一家回旅餐馆，碰巧有新人在摆新婚宴，过来凑了一下热闹，一对新人顶在大太阳的照射，站在户外台上接受大家的祝福。文化园里特色重点就是这个金色礼仪大殿，是唯一开放参观的礼拜的地方，进入需要按照宗教禁忌，脱鞋，女士要披头巾。不得大声喧哗，不得趟在地上，不得摆其它宗教仪式的手势动作。进入前会有再次检票，头巾现在有提供，用完归还。大殿可容纳一千人，二楼过道有展示其它地方的伊斯兰介绍和总结。不看不知道，宁夏清真寺数量全国排在第一，但我感觉西宁的清真寺要多很，每走几百米就有一所，但银川能见到的，目前两个手能数完，后来才知道，清真寺都聚集在银川以外的城市，综合起来是宁夏最多。每隔一段会有工作人员讲解伊斯兰教的相关，还现场演绎了一次礼拜时所唱的诗歌。,有用 （17）,,,,,,,,,
635,635,珍宝游天下,male,121,1586,2014/10/23,width:80%;,中华回乡文化园是展现回族伊斯兰历史文化的第一园，门票60元。园内的“中国回族博物馆”整体建筑为“回”字形，我们刚一进去，就被讲解员带着漫步在历史的长廊中，领略回族历史的渊源流长和回族文化的博大精深。通过参观五个展厅和聆听讲解对我国回族的发展历史、风俗习惯 、伊斯兰文明、中国回族对华夏文明史的贡献等有了一个初步的了解。博物馆左侧的“金色礼仪大殿”是供游人参观的，游客进殿都要脱鞋，女士还要系一条头巾。,有用 （9）,,,,,,,,,
638,638,M19****589,male,0,0,2015/6/13,width:20%;,现在装修时间建议不要去，现在真心的只值10元门票钱！！！什么也没，就去拍拍两张照片！建议一年后或者两年后再来这个景点！！,有用 （8）,,,,,,,,,
640,640,当地向导银川小李,male,5668,749,2017/8/15,width:100%;,"中华回乡文化园成人参观门票：60元；月上贺兰演出票：168元
    1.景区开放时间：夏季8：00-20：00 冬季8：00-18：00，演出票至10.1日，每周二均不售票
    2.取票地点：主体大门售票处
    3.特殊人群预订标准：
    A.免费政策：6周岁（含6周岁）以下或身高1.2米（含1.2米）以下的儿童免票；60岁以上老年人凭本人老年证或身份证、现役军人、军队离退休人员凭本人军官证即可享受中华回乡文化园参观门票免票优惠
    B.优惠政策：6周岁（不含6周岁）～18周岁（含18周岁）未成年人、全日制大学本科及以下学历学生实行中华回乡文化园参观门票半价优惠。",有用 （7）,,,,,,,,,
642,642,D25****151,male,0,0,2017/4/6,width:20%;,"就是一个大工地 啥都在修还卖票我也是醉了
",有用 （6）,,,,,,,,,
655,655,_WeCh****37713,male,0,0,2016/8/9,width:60%;,只有博物馆是建好的，但是里面只有照片，其他都还在建设中，票价太不值了！,有用 （4）,,,,,,,,,
660,660,无敌戰神,male,0,0,2017/8/25,width:40%;,这地方来一次，就只能当花钱买教训，什么破景点还60一张票，纯粹浪费RMB,有用 （3）,,,,,,,,,
663,663,沈凌0德国波恩,male,20,1001,2017/8/9,width:40%;,太无聊了，两个现代化建筑，拍个照片就要门票55大洋,有用 （3）,,,,,,,,,
666,666,跑者,male,0,0,2016/6/14,width:100%;,可以来这里体会一下民族的文化，大殿很有气势！只是正在装修，票价也不优惠！,有用 （3）,,,,,,,,,
673,673,当地向导逍遥遊,male,3,449,2018/7/11,width:60%;,全国唯一的一个展示回族发展历史与民俗文化的地方，曾经来过几次，都留下深刻的印象，而这次却大失所所望，内部都在改造，唯有金色礼仪大厅和外观还留存原貌，其它都面目全非，门可罗雀，六十元的门票很不值。,有用 （2）,,,,,,,,,
675,675,沈凌0德国波恩,male,20,1001,2018/2/13,width:20%;,无聊的景点。门票不菲，但是却没什么可以参观的内容。,有用 （2）,,,,,,,,,
677,677,mai仓木,male,0,0,2017/12/3,width:60%;,从外观上看还是蛮有异域风情的，可能去的时候是淡季，没多少人，整个景区蛮大的，但很多景点还没造好，貌似烂尾了？其中有个大清真寺从湖面角度拍照的话实在美的惊人，景区票价不贵，但交通不太方便，进景区一下就被一群人忽悠进了一个卖银饰的地方，东西是不贵，但体验不好，叫进去的时候以为是个景点呢，原来是个购物点。总体感觉规划很大，但实际可逛的就1/3~1/2吧,有用 （2）,,,,,,,,,
678,678,皮勒恩谢逖,male,2,1,2017/10/12,width:100%;,景区就在永宁县高速收费站附近，一出高速收费站就看见了。广场很大，建筑雄伟，伊斯兰特色建筑，精妙绝伦。门票60元，感觉还是贵了点。,有用 （2）,,,,,,,,,
679,679,M54****840,male,0,0,2017/10/4,width:20%;,去了特别后悔。没有内容饮食也差，上来都是凉的，服务员说厨房到餐厅二百米所以送过来就凉了，客人傻是吗？文艺演出也水平一般。实在是不推荐去可惜我来回加门票的二百元钱和几个小时的时间了。对是没有内容的旅游景点。,有用 （2）,,,,,,,,,
681,681,M36****659,male,7,167,2017/9/8,width:100%;,依托古老的纳家户清真大寺和回族风情浓郁的纳家户村所建，以展示回族、民俗文化、饮食文化、农耕与商贸文化为特色。 成人票：60元。 8:00-19:00（停止售票），博物馆20:00点关闭，冬季会提早些停止售票和关闭博物馆。,有用 （2）,,,,,,,,,
685,685,沈凌0德国波恩,male,20,1001,2017/8/9,width:40%;,太无聊了。就是两个现代化建筑，需要买门票55？,有用 （2）,,,,,,,,,
687,687,旅途拾遗,male,0,0,2017/7/19,width:60%;,可以感受下回乡文化，但是价格有点高，而且二期正在建设，有点乱。,有用 （2）,,,,,,,,,
696,696,freewangyong,male,13,144,2017/3/16,width:40%;,大概是来的时候不对吧，里面都在施工，一眼看过去想泰姬陵的地方，水都抽干了，本来博物馆的地方也封掉了，好像要搞二期了，票面价格已经是八十了，网上价格53。,有用 （2）,,,,,,,,,
704,704,一米q,male,2,27,2016/10/21,width:100%;,建筑风格有点cosplay印度泰姬陵，印象最深刻的是金色大厅，里面非常美，好后悔没有带相机，拍出来美美的，不过这个景点其实内部博物馆介绍比较详细，单全部都是图片，其他可参观的景点不多，票价60元有点小贵，而且距离市区好远，坐公交车要坐1个多小时啊，晃晃悠悠，到了目的地后只有这一个景点，感觉太分散，周围的回民第一街也没有几个人，周围配套比较少，买瓶水的店都没有哦，╮(╯▽╰)╭,有用 （2）,,,,,,,,,
714,714,139****7321,male,1,135,2015/8/27,width:60%;,位于银川市永宁县的中华回乡文化园，是以展示回族、伊斯兰建筑文化、宗教文化等为特色的主题景区。园区内建有回族博物院、礼仪大殿、回族商贸一条街、回乡人家等处，其中的博物馆是全国最大的一座回族博物馆.位置在银川市永宁县西京藏高速路永宁入口处（纳家户清真大寺北侧），门票60，个人觉得一般,有用 （2）,,,,,,,,,
728,728,121****090,male,0,0,2019/2/9,width:80%;,还在建设中，不知道是不是不允许提伊斯兰，很多文字被遮住了。能看的最主要的就是金色大殿和博物馆，所谓三个展馆我只看到这2个，作为一个从不知道回民文化的回民我是很想来看看的，但是我也觉得没什么好看的，可能建好了强点。附近外面有个纳户街你们可以看看，据说也有清真寺，要收门票。走远点有个湖，湖旁显圣寺有个塔。,有用 （1）,,,,,,,,,
730,730,北京鹏爷,male,2,24,2018/8/14,width:40%;,说真的，我感觉是被骗了一样，所有建筑都是新建的，来访的友人寥寥无几，我去的时候只有一辆车的游客在这里游览，简单转了一圈就出来了，院子是很大，但趣味实在是不大，门票还要60元/人（宁夏所有景点60岁以上老人可凭有效证件免费参观），太坑了，这种地方去不去两可，即便去，去一回也就够了。,有用 （1）,,,,,,,,,
732,732,wangj****8833,male,0,0,2018/5/26,width:40%;,兑换门票还是很方便，景点建筑规模很大，外观做的也很漂亮，但是博物馆的介绍做得很差，景区服务员很少，唯一值得看的就是金色大厅，性价比很差，景区没几个游客，来的都是旅游公司大巴带来的老年团，散客只有没几个人，景区的民宿房4间中3间不开放，唯一开放的一间也是以买宁夏特产为主。,有用 （1）,,,,,,,,,
739,739,阎政,male,0,0,2017/10/7,width:40%;,內容比较空洞，一半地方未建成开放，商业氛围重，到处是卖东西的。总之，性价比低，没多大意思。,有用 （1）,,,,,,,,,
744,744,118****613,male,0,0,2017/7/6,width:20%;,还没有建完，很多还在施工，票价这么贵，根本不值得去。,有用 （1）,,,,,,,,,
752,752,M47****567,male,0,0,2016/11/4,width:20%;,太不值，门票还要六十元，里面建筑有三分之二都建，纯骗钱。太没意思，建议都不要上当受骗，完全是用门票的收入修建，下辈子都不会去。,有用 （1）,,,,,,,,,
758,758,e12****03,male,0,0,2016/8/19,width:60%;,根本没有什么可看的，在施工，都没法拍一张漂亮的照片，买票太贵,有用 （1）,,,,,,,,,
784,784,玫瑰王子123,male,20,0,2017/11/19,width:100%;,丽江游玩4-5天，足够玩遍丽江。第一天玉龙雪山游玩，包车200元，准备好冲锋衣，羽绒服。穿厚点，就可以剩下租羽绒服的50元，氧气可以上去买，先买索道票200，然后到景区门口景区票130，而后到达玉龙雪山游客中心，坐环保车，到达索道地点，乘坐索道到达冰川公园处，再爬322米后到峰顶4680。然后回到索道起点处，坐环保车到蓝月谷游玩，很漂亮。结束后，回到丽江古城，晚上人很多，很热闹。第二天报个团吧，到泸沽湖游玩，太美了，不得不佩服丽江的美。第三天，到涑河古镇，可以从北门进去，免门票，游玩，里面的布局跟丽江古镇差不多，结束后，可以到拉市海看看，骑马茶马古道，划船，游湿地，千万注意不要上当，拉市海游玩最多150。,有用 （4）,,,,,,,,,
798,798,千渡,male,17,1007,2014/9/14,width:80%;,整体上来说观赏性大于有蓝星，音乐台上的表演还不错，很有意思，道路还算宽阔了，性价比很不错的,有用 （3）,,,,,,,,,
807,807,ken在路上,male,20,76,2018/3/8,width:60%;,游客比大理古城丽江古城少的多，个人觉得性价比比较好。喜欢热闹的可以在四方街游逛，住宿可以偏一点安静的多。而且这里不像丽江古城要收80元古城维护费。,有用 （2）,,,,,,,,,
819,819,行者晓畅,male,2,1164,2014/8/26,width:80%;,相比大研古镇，人少、安静，少了些商业化。而且买东西性价比高，适合砍价，缺点是商铺不多，可选余地不大。,有用 （2）,,,,,,,,,
848,848,有趣的大世界,male,0,0,2020/4/26,width:100%;,"【景色】四方商品围绕，宽敞、复古
【趣味】每个游客的驻足地，拍照、环绕四周、观行人，傍晚开始的街头驻唱
【性价比】不收费，适合拍照打开",有用 （0）,,,,,,,,,
853,853,M47****590,male,0,0,2020/1/17,width:20%;,跑老大远过来，进古镇竟然要收门票30一人！！！去过那么多古镇，收费古镇这是第一个！！！不推荐！！,有用 （0）,,,,,,,,,
