,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful
300,300,simoon,male,2,5,2017/2/8,width:100%;,馆内都是些家族遗物、遗照、图片等历史资料，还有清同治皇帝钦赐的“纶音封典圣旨碑”、清光绪皇帝钦赐的陈宝箴出巡行车所用的狼皮坐褥……,有用 （0）
302,302,8689老牛NN,male,16,42,2016/12/29,width:100%;,这个博物馆不大，但古色古香，很有文化气息。,有用 （0）
303,303,150****1572,female,2,8,2016/12/25,width:100%;,收费景点，不贵，可以去看看。。,有用 （0）
304,304,_cft01****2910745,female,0,0,2016/11/4,width:100%;,估计喜欢历史的很适合去，对于历史没兴趣的还是算了，毕竟凤凰古城变的太商业化了！！,有用 （0）
307,307,花儿为什么那样红^_^,male,0,0,2016/10/1,width:100%;,古老的文化，古老的建筑，少数民族古老的传统，神秘莫测的苗族同胞在这里你可以看到千百年前这个古镇的文化底蕴深厚,有用 （0）
308,308,288****256,female,0,0,2016/8/19,width:100%;,可以去逛逛的，不大，了解凤凰历史。,有用 （0）
309,309,老村长,male,2,0,2016/8/10,width:100%;,玩的好开心，风景好，服务好！值得游玩！,有用 （0）
311,311,透明的翅膀,female,2,1,2016/4/22,width:100%;,博物馆有必要带小朋友看看，了解下历史风化。地址在古城内，离沈从文故居不远，经博物馆往古同里往下走，就到了沱江边，可以泛舟。,有用 （0）
314,314,M01****48,female,0,0,2015/11/28,width:100%;,很美的古镇特别是夜景，很推荐年轻人去，本人特别喜欢的一个地方,有用 （0）
315,315,WillSum,male,9,287,2015/10/29,width:100%;,凤凰古镇博物馆是包含在景区套票里面的景点，这里很详细的给古镇一个大体的介绍，方便游客了解古镇历史文化,有用 （0）
316,316,当地向导张家界大学生自助游,male,417,101,2015/10/26,width:100%;,凤凰在我的影像中是沈从文笔下那个美丽而动人的小城，有着凄美的爱情故事，有罗松等这些血性的男士，有柔情似水的翠翠。再游凤凰，依然是觉得比较美。更多的是有更多的人多去看看！这个一个美丽的地方,有用 （0）
318,318,老季,female,0,28,2015/8/13,width:100%;,里面有很多很有意义的照片和文物及艺术品，整个建筑也很有文化氛围，馆长雷雨田就坐在里面，感觉好亲切,有用 （0）
322,322,my00,female,0,3,2015/4/14,width:100%;,个人而言觉得景点很多都有相似之处，最喜欢的一个就是古城博物馆，因为布局设计都比较漂亮,有用 （0）
325,325,vivi,female,2,29,2015/2/21,width:100%;,古色古香的古建筑！百年大宅！值得一去参观历史名胜！,有用 （0）
327,327,m94****35,female,0,14,2015/1/13,width:100%;,凤凰古城博物馆是陈宝箴世家的百年老宅，老宅历史悠久但是保存的很好，木质的小楼，镂花的门窗，古色古香的建筑。,有用 （0）
329,329,梓川枫新,male,0,0,2015/1/1,width:100%;,这个博物馆并不是很大，不过来了这里，去一下也可以,有用 （0）
330,330,151****6081,female,0,2,2014/12/25,width:100%;,集古城古镇于大全，超过了我原来心目中的丽江等，划过流淌的碧水，穿过古城的昨日。千万不要节假日来,有用 （0）
340,340,熊出没注意囖,female,0,7,2016/12/7,width:100%;,看了很多的演出，印象刘三姐就是场景美嘛，但是又见 真的是 最值得看的，看了还想看的。 创意和内容都很不错 最后看的起鸡皮疙瘩，演员也很用心演 强烈推荐一定要去看一看！不用买什么VIP 全部站着看哪里有区分嘛，几个场景，边走边看！ 路过平遥的，一定要去哦看！,有用 （38）
341,341,山西老乡,male,2,72,2016/7/19,width:100%;,"《又见平遥》的营销做的挺好的，广告随处可见，到处都可以买到票。所有广告都把总导演王潮歌（代表作有著名的《印象西湖》等印象系列）的名字放在显眼的地方，不得不说这是驱使我去看这部戏的主要动力，虽然在去平遥之前，我根本没有听说过有这么一部剧。
不同于之前的印象系列，《又》把表演搬到了古城外一个巨大的剧场里（剧场建筑本身也非常有特色，与环境很和谐），搬到了室内。后来查了一些资料，了解到导演是出于北方冬天不适合室外演出的考虑，这一点挺用心的。平遥的魅力之处，是人文精神，是建筑，自然风光可能逊色一点。如果照搬印象系列的以山水为背景，融情于景的表现手法，可能会比较受限制。
我觉得《又》剧最值得称赞的一点，是观众欣赏方式的创新。一般的戏剧，是观众坐着看，通过舞台效果的变化把观众带入不同的场景。《又》打破了这种常规，整个剧场根据情节分成不同的场景，每个场景既是舞台，也是观众席；观众不仅仅是观看者，同时还是表演的参与者，是这部剧不可缺少的一部分。在每个场景中（可能是一个院子，也可能是一条街道），观众可以自由走动，与演员互动，以自己喜欢的方式欣赏表演。导演也会根据情况，控制故事发展的节奏，这样一是给观众换场、演员备场的时间；二也是让观众在欣赏表演的间隙，能花一点时间欣赏一下身处的场景，增加临场感。这种表现方式是可以复制的（我不知道还有哪部戏也是这样的，如果有，我还想去体验体验），但这部戏是不可复制的，只能在平遥演出。怎么可能把一个剧场的建筑搬走？
最后说说故事。故事很简单，平遥商人赵易硕为了义气倾尽家产请镖师营救被绑票到沙俄的王家小爷，最后200余人全部客死他乡，只回来王家小爷一人，王家血脉得以延续。这种故事我觉得是最简单、也是很容易打动人的那一类故事，不存在太多文化隔阂，老少皆宜，不挑观众。整部剧的前半部分很不错，特别是第一部分（或者叫第一幕），一下子就能把观众带入剧中的年代。中间部分有个赵东家选妻的情节，场面比较香艳（实在找不到其他词来形容了，温婉？）。不知道为什么设置这么一个跳脱于主题的情节。依我个人的理解，是为了取悦观众，给观众多留下一点谈资，所以觉得稍微有点过火。最后一部分，也就是王家后人寻根的部分，是整部戏情感的升华，剧情比较弱，基本是靠不停重复一些深情（或者说煽情）的念白来打动观众。一个泪点低的人，可能会被这种超负荷的正能量感动得热泪盈眶。",有用 （36）
342,342,MR碧池,male,0,2,2015/10/22,width:100%;,看完之后心里酸酸的 一度沉浸其中。演出表现出了古城古朴厚重的历史感。如同最后表现出的一样。如果说印象系列是一杯清香四溢的香茶。又见平遥系列就是一碗实实在在的山西面条。吃完后回味无穷,有用 （24）
343,343,薛页,female,0,4,2016/3/18,width:100%;,2016年春节去了平遥古城，平时演出只有下午2点和晚上7点，共2场。春节期间又加演2场。但是演出票还是非常抢手，门口售票处根本买不到当天的票，从黄牛手中买的，晚上7点场要加价280元，晚上9点场加价260元。哎，来一次不易，所以加价看的。演出很震撼，很喜欢。不虚此行。观众不用坐在观众席中，而是与每一个演员一起在表演，我们也是演出的一部分，不知道什么时候，自己身边就会出现真的演员~演员们的表演，很投入，富有感染力。还记得最后一个场景，在我身边表演的小伙子，演绎山西对面食的向往时，表情丰富，全情投入，真的很佩服他们的敬业精神。又见平遥，真的值得一看。,有用 （20）
344,344,M18****357,male,0,0,2016/1/31,width:100%;,第一次看这种体验式的演出模式。现代人穿梭在这座古老的城池间，仿佛时代的穿越，仿佛，走进了一幅活态的《清明上河图》，被市井的故事所吸引。全新的体验式演出，让这次旅游满意。如果游客带着孩子，建议大一点的孩子可以身临其境去感受，若孩子很小，就不必去了，里面的氛围或许会吓到孩子。,有用 （16）
347,347,鱼和尚,male,2,130,2017/5/28,width:100%;,非常好的一次体验，携程直接下单，然后电话约好取票，还送张地图告知演出具体位置，演出也非常震撼，大型实景，身临其境，值回票价。,有用 （9）
349,349,D23****516,male,0,0,2019/3/14,width:100%;,又见平遥说的是一百多年前赵家镖局200多人为了义字不畏艰辛，不畏牺牲，远赴沙俄，最终把王家血脉保全。但平遥赵氏镖局一众200多人无一生还，赵家也从此没落了。义字比天大！但现在的平遥古城内吃一个小菜，相隔几十米居然有差几十块钱的事发生。让游客寒心。那古训的诚、义哪里去了。真希望是又见平遥，而不是再见平遥！,有用 （8）
351,351,嗅蔷薇的狗子,female,10,21,2017/4/2,width:100%;,"又见平遥的印象剧，很震撼，也很感人，姑且不论232条人命换回血脉的故事带来的思索和深虑，音响和灯光也绝对是很棒的，演员的眼神肢体和台词很专业，如果是声控的人，简直是大福音，特别是倒叙的旁白，和我最近刚看的航拍中国的那个“你见过什么样的中国”可以齐肩的。


而讲到故事，这个故事的脉络就不剧透了，而剧场是倒叙着来的。和美国电影拯救大兵瑞恩和张艺谋的金陵十三钗有着相同的讨论，生命诚可贵，用命去换命，到底值得么。看完这个剧，最大的感悟就是我从来没有去探究我的姓氏和血脉中有着怎么样惊心动魄的故事，去问自己一声我是谁。",有用 （8）
354,354,携程旅行顾问憨小豆,female,7,24,2018/6/24,width:100%;,所有人都推荐我去看又见平遥，我还在想有大家说的那么好吗？当自己真的进入那个剧场，去看这台剧，去跟着人流，跟着演员体现每一个情节的时候，那是比你看一百次书都要记忆深刻，都要感人至深的故事，当然，现在看，他是故事，但在那个年代，这是事实。90分钟的剧情看完之后，我就在想，这钱花的很值得，因为不单单是故事情节感人，同样的演员们也是真的用心去表演，就算他们每天都会把同样的故事同样的情节演绎好多遍，可能看不到他们的敷衍。只看到他们每一次的认真。,有用 （7）
355,355,挪威森林北辰星,male,26,287,2018/2/10,width:100%;,说说去山西省最印象深刻的人文剧——《又见平遥》，因为以前每去一个地方旅游观光都想去看看当地的特色舞台剧，看过不少了，至今还能记得详细情节的还是这部《又见平遥》，从观众入场就融入到戏里，你就是一个标准的群众演员，随着剧情的推进，你也仿佛穿越到那个讲信用的镖局时代！,有用 （7）
356,356,crystal,female,0,7,2016/10/20,width:100%;,演出定位为“大型情境体验剧”，所有看过的人无一不推荐，差评率0，所以带着怀疑和好奇，一定要看。跟客栈老板买了门票，170元，票面价格298元，其实也是蛮值的。《又见平遥》有自己单独的剧场，剧场就叫”又见平遥“，造型起伏，很特别。“情境体验剧”是一个全新的剧种，表演方式奇特。用导演王潮歌的话说：“我们很少有机会这样去看一个演出，这更像一个博物馆，或者说，更像一回穿越。我们有时像一个看客，有时又像亲历者。在一个又一个互不关联的场景中，我们捡拾祖先生活的片段：清末的平遥城，镖局、赵家大院、街市、南门广场。从纷繁的碎片中窥视 据欣赏过此剧人们称，情境体验剧“又见平遥”的剧场内部有着繁复和奇特的空间分割，完全不同于传统剧场：没有前厅，没有主入场口，没有观众席，没有传统舞台。观众从不同的门进入剧场，在90分钟的时间里，步行穿过几个不同形态的主题空间。而表演者更深入观众中间，在观剧人群中往来穿梭，甚至与观众对话，让观众有机会成为戏剧的一部分一起互动。人们置身在这样的一个空间里，会产生一种从未体验过的新奇感受。犹如来到数百年前清朝街头，感受清代人们的生活，体验这里的一砖一瓦、一人一物。《又见平遥》讲述了一个关于血脉传承、生生不息的故事。清朝末期，平遥古城票号东家赵易硕抵尽家产，从沙俄保回了分号王掌柜的一条血脉。同兴公镖局232名镖师同去。七年过后，赵东家本人连同232名镖师全部死在途中，而王家血脉得以延续。整个演出通过“选妻”、“镖师洗浴”、“灵魂回家”、“面秀”等等片段，凸显了平遥人的道德传统，及因为这种传统而阐发的悲壮情怀。最感人的情境是镖师出镖之前的洗浴，和镖师们灵魂回归故里。剧情的设计没有正面地表现镖师的死亡，而用城墙上的鬼魂来表现镖师的精神和灵魂，这是很有创见、很有文学品位的构思。我这种感性动物自然看得热泪盈眶，特想嚎嚎大哭。由于是周末的晚上，现场人比较多，但也很有气氛，很多人参与了和演员的互动，煽情部分很多人偷偷在擦眼泪，选妻环节又高调起哄，真是热闹非凡，第一次看这样的演出，我哥说这演出确实出乎他的意料，没想到是这样的。。。总之，值回票价，不虚此行。,有用 （7）
